Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,100540667,11,6,294,11595,294,0,26.72727273,88.64433531,4344,0,1932.5,1754.831473,118.2506577,0.169085809,6283791.688,24800000.0,99400000,1,100000000,10000000.0,31400000.0,99400000,1,150481,30096.2,60148.3694,137227,16,0,0,0,0,368,200,0.109408465,0.059677344,0,4344,660.5,1329.269072,1766956.265,0,0,0,0,1,0,0,0,0,699.3529412,26.72727273,1932.5,368,0,0,0,0,0,0,11,294,6,11595,251,235,1,32,1027.0,0.0,1027,1027,99400000.0,0.0,99400000,99400000
80,85688026,7,6,327,11595,321,0,46.71428571,120.9692995,4344,0,1932.5,1754.831473,139.1326251,0.151713146,7140668.833,24700000.0,85500000,3,85600000,14300000.0,34900000.0,85500000,3,146432,29286.4,58319.94193,133128,17,0,0,0,0,220,200,0.081691694,0.070021452,0,4344,851.5714286,1461.1678,2135011.341,0,0,0,0,1,0,0,0,0,917.0769231,46.71428571,1932.5,220,0,0,0,0,0,0,7,327,6,11595,274,235,2,20,1446.0,0.0,1446,1446,85500000.0,0.0,85500000,85500000
80,137529,3,6,299,11595,299,0,99.66666667,172.6277305,5792,0,1932.5,2181.008184,86483.57801,65.44074341,17191.125,43046.03111,123048,45,14193,7096.5,9765.851755,14002,191,137460,27492.0,53804.78758,123133,45,0,0,0,0,104,200,21.81358114,43.62716227,0,5792,1189.4,1889.561925,3570444.267,0,0,0,1,0,0,0,0,2,1321.555556,99.66666667,1932.5,104,0,0,0,0,0,0,3,299,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,2769,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2527.988443,461.5,447.6810248,1018,1,2769,461.5,447.6810248,1018,1,0,0.0,0.0,0,0,0,0,0,0,224,0,2527.988443,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,224,0,0,0,0,0,0,7,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1075,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,99079617,9,5,304,11595,304,0,33.77777778,101.3333333,5792,0,2319.0,3170.403917,120.0953371,0.141300506,7621509.0,27400000.0,98900000,1,98900000,12400000.0,35000000.0,98900000,1,141301,35325.25,63414.2928,130137,66,0,0,0,0,296,168,0.090836039,0.050464466,0,5792,793.2666667,2030.974167,4124856.067,0,0,0,0,1,0,0,0,0,849.9285714,33.77777778,2319.0,296,0,0,0,0,0,0,9,304,5,11595,251,235,1,32,1007.0,0.0,1007,1007,98900000.0,0.0,98900000,98900000
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,85884387,4,7,413,11595,407,0,103.25,202.5197521,5792,0,1656.428571,2118.227235,139.8158666,0.128079158,8588438.7,27100000.0,85700000,13,85700000,28600000.0,49500000.0,85700000,999,173689,28948.16667,63151.80399,157198,13,0,0,0,0,124,232,0.046574239,0.081504919,0,5792,1001.166667,1764.944338,3115028.515,1,0,0,0,0,0,0,0,1,1092.181818,103.25,1656.428571,124,0,0,0,0,0,0,4,413,7,11595,0,235,1,20,0.0,0.0,0,0,85700000.0,0.0,85700000,85700000
80,84307148,8,6,345,11595,339,0,43.125,119.5699885,5792,0,1932.5,2181.008184,141.625002,0.166059466,6485165.231,23300000.0,84200000,5,84200000,12000000.0,31800000.0,84200000,5,149430,29886.0,59149.07087,135146,46,0,0,0,0,252,200,0.094891124,0.071168343,0,5792,796.0,1621.33186,2628717.0,0,0,0,0,1,0,0,0,0,852.8571429,43.125,1932.5,252,0,0,0,0,0,0,8,345,6,11595,274,235,2,20,3043.0,0.0,3043,3043,84200000.0,0.0,84200000,84200000
80,83926086,8,6,337,11595,325,0,42.125,114.3308951,4344,0,1932.5,1754.831473,142.1727209,0.166813451,6455852.769,23200000.0,83800000,2,83800000,12000000.0,31700000.0,83800000,2,146369,29273.8,59372.71229,135148,14,0,0,0,0,240,200,0.095321972,0.071491479,0,4344,795.4666667,1424.747941,2029906.695,0,0,0,0,1,0,0,0,0,852.2857143,42.125,1932.5,240,0,0,0,0,0,0,8,337,6,11595,251,235,3,20,2014.0,0.0,2014,2014,83800000.0,0.0,83800000,83800000
22,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,85848572,5,6,372,11595,366,0,74.4,163.0300586,5792,0,1932.5,2537.820147,139.396611,0.128132591,8584857.2,26800000.0,84800000,3,85800000,21500000.0,42300000.0,84800000,503,1347,269.4,463.6251719,1093,3,0,0,0,0,164,200,0.058242087,0.069890504,0,5792,997.75,1972.491739,3890723.659,1,0,0,0,0,0,0,0,1,1088.454545,74.4,1932.5,164,0,0,0,0,0,0,5,372,6,11595,0,235,1,20,0.0,0.0,0,0,84800000.0,0.0,84800000,84800000
80,11919006,7,5,467,11632,467,0,66.71428571,176.5094089,7288,0,2326.4,3351.290617,1015.101427,1.006795365,1083546.0,2446199.408,6915223,1,6925678,1154279.667,2826521.28,6923892,1,11900000,2979734.5,3527647.315,6915223,161,0,0,0,0,232,168,0.587297296,0.419498069,0,7288,930.6923077,2253.569812,5078576.897,0,0,0,1,0,0,0,0,0,1008.25,66.71428571,2326.4,232,0,0,0,0,0,0,7,467,5,11632,29200,235,1,32,838.0,0.0,838,838,6915223.0,0.0,6915223,6915223
80,44530,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,261239.6137,202.1109364,5566.25,14603.04004,41660,5,2321,1160.5,1634.123771,2316,5,44422,8884.4,18346.54929,41660,14,0,0,0,0,72,132,67.37031215,134.7406243,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,98498675,8,6,370,11595,370,0,46.25,130.8147545,4344,0,1932.5,1754.831473,121.4737153,0.142133892,7576821.154,27300000.0,98400000,1,98400000,14100000.0,37200000.0,98400000,1,137442,27488.4,55345.57523,126128,16,0,0,0,0,264,200,0.081219367,0.060914525,0,4344,797.6666667,1424.212146,2028380.238,0,0,0,0,1,0,0,0,0,854.6428571,46.25,1932.5,264,0,0,0,0,0,0,8,370,6,11595,274,235,1,32,5011.0,0.0,5011,5011,98400000.0,0.0,98400000,98400000
80,52,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,153846.1538,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,19230.76923,19230.76923,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1876604,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6198.96366,3.730142321,312767.3333,765730.4364,1875808,49,655,327.5,325.9762261,558,97,1876555,625518.3333,1082782.65,1875808,92,0,0,0,0,72,92,1.598632423,2.131509898,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,85206193,5,7,342,11595,330,0,68.4,146.2696141,4344,0,1656.428571,1760.597234,140.0954506,0.140834833,7746017.545,25600000.0,85000000,4,85100000,21300000.0,42500000.0,85000000,4,85200000,14200000.0,34700000.0,85100000,38,0,0,0,0,144,232,0.058681181,0.082153653,0,4344,918.6923077,1498.376087,2245130.897,1,0,0,0,0,0,0,0,1,995.25,68.4,1656.428571,144,0,0,0,0,0,0,5,342,7,11595,0,235,2,20,11992.0,0.0,11992,11992,85000000.0,0.0,85000000,85000000
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,102510642,8,1,6,0,6,0,0.75,2.121320344,0,0,0.0,0.0,0.058530508,0.087795763,12800000.0,35000000.0,99500000,1,103000000,14600000.0,37400000.0,99500000,1,0,0.0,0.0,0,0,0,0,0,0,268,40,0.078040678,0.009755085,0,6,0.6,1.897366596,3.6,0,0,0,0,1,0,0,0,0,0.666666667,0.75,0.0,268,0,0,0,0,0,0,8,6,1,0,274,28960,1,20,1999.0,0.0,1999,1999,99500000.0,0.0,99500000,99500000
80,98356718,6,7,378,11595,360,0,63.0,145.5293785,5792,0,1656.428571,2120.732252,121.7303733,0.132171958,8196393.167,28400000.0,98300000,1,98400000,19700000.0,44000000.0,98300000,1,98400000,16400000.0,40100000.0,98300000,47,0,0,0,0,164,232,0.061002442,0.071169516,0,5792,855.6428571,1665.748139,2774716.863,1,0,0,0,0,0,0,0,1,921.4615385,63.0,1656.428571,164,0,0,0,0,0,0,6,378,7,11595,0,235,3,20,12986.0,0.0,12986,12986,98300000.0,0.0,98300000,98300000
80,85042028,6,5,351,11595,351,0,58.5,143.29515,8688,0,2319.0,3774.237539,140.4717206,0.129347809,8504202.8,26800000.0,84900000,3,84900000,17000000.0,38000000.0,84900000,3,145420,36355.0,63565.10708,131196,50,0,0,0,0,200,168,0.07055335,0.058794459,0,8688,995.5,2560.171141,6554476.273,0,0,0,0,1,0,0,0,0,1086.0,58.5,2319.0,200,0,0,0,0,0,0,6,351,5,11595,251,235,1,32,994.0,0.0,994,994,84900000.0,0.0,84900000,84900000
80,99705962,7,7,383,11595,377,0,54.71428571,142.1322322,5792,0,1656.428571,2118.227235,120.1332374,0.140412867,7669689.385,27600000.0,99600000,1,99600000,16600000.0,40600000.0,99600000,1,138712,23118.66667,50697.96475,126143,46,0,0,0,0,220,232,0.070206434,0.070206434,0,5792,798.5333333,1619.191635,2621781.552,0,0,0,0,1,0,0,0,1,855.5714286,54.71428571,1656.428571,220,0,0,0,0,0,0,7,383,7,11595,251,235,2,20,1190.0,0.0,1190,1190,99600000.0,0.0,99600000,99600000
80,1178728,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2634.749552,9864.022913,6.786977148,168389.7143,431314.4518,1146148,3,32017,16008.5,22635.19517,32014,3,1178702,294675.5,567850.9856,1146148,57,0,0,0,0,72,112,2.545116431,4.241860718,0,5840,1291.888889,2226.654017,4957988.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,85037993,9,5,353,11595,353,0,39.22222222,117.6666667,5792,0,2319.0,3170.403917,140.5019048,0.164632296,6541384.077,23500000.0,84900000,0,84900000,10600000.0,30000000.0,84900000,0,157270,39317.5,68882.18975,142104,47,0,0,0,0,296,168,0.105835047,0.058797248,0,5792,796.5333333,2030.170256,4121591.267,0,0,0,0,1,0,0,0,0,853.4285714,39.22222222,2319.0,296,0,0,0,0,0,0,9,353,5,11595,274,235,1,32,992.0,0.0,992,992,84900000.0,0.0,84900000,84900000
80,10793313,6,5,261,4154,261,0,43.5,106.5528038,3525,0,830.8,1530.532816,409.0495662,1.019149542,1079331.3,2276682.646,5787501,4,5812980,1162596.0,2596415.254,5807204,4,10800000,2698322.75,3124701.555,5787501,823,0,0,0,0,212,168,0.55589975,0.463249792,0,3525,367.9166667,1011.975337,1024094.083,0,0,0,1,0,0,0,0,0,401.3636364,43.5,830.8,212,0,0,0,0,0,0,6,261,5,4154,29200,235,1,32,845.0,0.0,845,845,5787501.0,0.0,5787501,5787501
80,5415869,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.539277261,0.923212877,1353967.25,2706610.54,5413883,4,5415869,1353967.25,2706610.54,5413883,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.923212877,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1986.0,0.0,1986,1986,5413883.0,0.0,5413883,5413883
50389,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
27352,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,98481866,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,118.3669692,0.121849844,8952896.909,28100000.0,93600000,3,97700000,14000000.0,35200000.0,93600000,3,785526,261842.0,446104.6063,776939,340,0,0,0,0,172,92,0.081233229,0.040616615,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4051954.0,0.0,4051954,4051954,93600000.0,0.0,93600000,93600000
80,7696,3,5,348,11595,348,0,116.0,200.9178937,5792,0,2319.0,2423.629716,1551845.114,1039.50104,1099.428571,2596.914506,6985,7,7020,3510.0,4953.990109,7013,7,7668,1917.0,3416.706114,7042,192,0,0,0,0,104,168,389.8128898,649.6881497,0,5792,1327.0,2081.38992,4332184.0,0,0,0,1,0,0,0,0,1,1492.875,116.0,2319.0,104,0,0,0,0,0,0,3,348,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
10010,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,83311,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,139633.4218,96.0257349,11901.57143,31041.28273,82294,2,869,434.5,484.3681451,777,92,83293,20823.25,40982.81909,82294,2,0,0,0,0,72,112,36.00965059,60.01608431,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,59190,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,506.842372,84.47372867,14797.5,28915.16276,58170,237,59190,14797.5,28915.16276,58170,237,0,0.0,0.0,0,0,0,0,0,0,100,0,84.47372867,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,105673610,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2.0,3.464101615,24.10251718,0.179798911,5870756.111,12500000.0,51300000,112,106000000,7044899.867,13500000.0,51300000,213,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,536,100,0.151409609,0.028389302,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4709532.0,6659516.109,9418521,543,19300000.0,18800000.0,51300000,5830192
80,99673731,5,7,315,11595,303,0,63.0,134.1976155,5792,0,1656.428571,2119.480114,119.4898584,0.120392804,9061248.273,30000000.0,99500000,4,99500000,24900000.0,49800000.0,99500000,4,99700000,16600000.0,40600000.0,99500000,50,0,0,0,0,144,232,0.050163668,0.070229136,0,5792,916.6153846,1715.832963,2944082.756,1,0,0,0,0,0,0,0,1,993.0,63.0,1656.428571,144,0,0,0,0,0,0,5,315,7,11595,0,235,2,20,12976.0,0.0,12976,12976,99500000.0,0.0,99500000,99500000
80,8142641,7,7,50,11601,20,0,7.142857143,6.094494002,4380,0,1657.285714,1561.969346,1430.862542,1.719343884,626357.0,2226362.691,8035764,1,8121790,1353631.667,3273718.953,8035764,1,25705,4284.166667,7954.3035,20011,47,0,0,0,0,152,152,0.859671942,0.859671942,0,4380,777.1333333,1331.117515,1771873.838,0,0,0,0,1,0,0,0,1,832.6428571,7.142857143,1657.285714,152,0,0,0,0,0,0,7,50,7,11601,256,229,5,20,81017.0,0.0,81017,81017,8035764.0,0.0,8035764,8035764
23,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,16110995,4,6,329,11595,329,0,82.25,164.5,5792,0,1932.5,2181.008184,740.1156788,0.620694128,1790110.556,5340574.26,16000000,47,16000000,5347171.333,9252913.895,16000000,1018,79405,15881.0,30063.12176,69109,47,0,0,0,0,144,200,0.248277651,0.372416477,0,5792,1084.0,1826.853743,3337394.6,0,0,0,1,0,0,0,0,1,1192.4,82.25,1932.5,144,0,0,0,0,0,0,4,329,6,11595,29200,235,1,32,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000
80,3001275,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999575181,1500637.5,711863.4885,2004001,997274,3001275,1500637.5,711863.4885,2004001,997274,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999575181,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
3644,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
10000,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,99443756,10,5,325,11595,325,0,32.5,102.774024,8688,0,2319.0,3774.237539,119.8667516,0.150839033,7103125.429,26500000.0,99300000,1,99300000,11000000.0,33100000.0,99300000,1,169475,42368.75,64293.37698,135881,59,0,0,0,0,328,168,0.100559355,0.050279678,0,8688,745.0,2237.461448,5006233.733,0,0,0,0,1,0,0,0,0,794.6666667,32.5,2319.0,328,0,0,0,0,0,0,10,325,5,11595,251,235,1,32,8989.0,0.0,8989,8989,99300000.0,0.0,99300000,99300000
80,969244,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,12002.13775,7.222123635,161540.6667,395379.6998,968606,4,571,285.5,396.6869042,566,5,969195,323065.0,559054.9807,968606,4,0,0,0,0,72,92,3.095195843,4.126927791,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,95439272,4,6,422,11595,416,0,105.5,207.0193228,5803,0,1932.5,2539.075088,125.9125279,0.10477867,10600000.0,31800000.0,95400000,3,95400000,31800000.0,55100000.0,95400000,189,1987,397.4,738.5917682,1714,3,0,0,0,0,124,200,0.041911468,0.062867202,0,5803,1093.0,2041.417106,4167383.8,1,0,0,0,0,0,0,0,1,1202.3,105.5,1932.5,124,0,0,0,0,0,0,4,422,6,11595,0,235,1,20,0.0,0.0,0,0,95400000.0,0.0,95400000,95400000
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,66093567,5,7,342,11595,330,0,68.4,146.2696141,5792,0,1656.428571,2120.732252,180.6075923,0.181560786,6008506.091,19900000.0,66000000,41,66000000,16500000.0,33000000.0,66000000,1013,66100000,11000000.0,26900000.0,66000000,45,0,0,0,0,144,232,0.075650328,0.105910459,0,5792,918.6923077,1715.818239,2944032.231,1,0,0,0,0,0,0,0,1,995.25,68.4,1656.428571,144,0,0,0,0,0,0,5,342,7,11595,0,235,2,20,13994.0,0.0,13994,13994,66000000.0,0.0,66000000,66000000
